NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
30.1,7.2,17.0,,,56.7,20.0
30.9,6.9,23.0,,,242.0,20.0
28.5,6.8,22.0,220.0,20.0,70.0,22.0
29.6,6.8,16.0,131.0,12.0,60.5,14.0
30.3,7.0,18.0,,,61.1,16.0
29.2,6.9,53.0,,,55.7,22.0
30.2,6.8,22.0,250.0,22.0,69.1,22.0
30.2,7.0,16.0,,,66.0,16.0
30.3,6.8,19.0,237.0,24.0,67.6,18.0
29.3,6.8,69.0,,,51.1,18.0
29.3,6.9,60.0,,,57.5,20.0
27.6,6.8,13.0,125.0,12.0,68.2,16.0
28.0,7.0,26.0,218.0,24.0,76.0,24.0
,6.6,17.0,,,66.2,18.0
29.3,6.9,131.0,1236.0,108.0,57.2,26.0
28.2,6.8,62.0,514.0,43.0,50.7,20.0
30.3,6.9,55.0,472.0,44.0,75.6,24.0
31.1,6.9,13.0,130.0,,56.3,18.0
29.5,6.9,29.0,275.0,22.0,68.6,22.4
29.8,7.0,19.0,128.0,27.0,59.6,20.0
29.0,7.1,15.0,152.0,14.0,58.0,18.0
29.2,6.7,19.0,164.0,15.0,69.3,19.2
32.5,6.8,18.0,,,74.0,20.0
28.8,6.6,49.0,485.0,38.0,61.6,22.0
30.8,6.8,21.0,,,85.7,16.0
28.5,6.7,15.0,111.0,10.0,62.9,16.0
29.5,6.8,20.0,,,62.2,16.0
31.4,7.1,8.0,,,64.9,20.0
31.4,6.7,66.0,,,65.6,20.0
30.6,6.9,27.0,,,58.2,20.0
31.5,6.8,22.0,,,67.4,16.0
30.3,6.9,23.0,,,70.7,16.0
29.0,6.8,22.0,179.0,19.0,57.6,16.0
31.3,7.0,10.0,104.0,8.0,62.5,16.0
30.2,6.9,14.0,122.0,13.0,69.4,22.0
29.0,7.0,76.0,442.0,63.0,52.2,26.0
29.2,6.7,42.0,352.0,28.0,52.7,14.0
30.2,7.2,20.0,182.0,,58.0,20.0
,7.0,17.0,,,61.2,18.0
30.5,6.8,33.0,,,64.2,16.0
,6.6,18.0,,,67.3,20.0
32.1,7.0,21.0,,,91.1,24.0
28.9,6.8,88.0,738.0,65.0,62.9,26.0
29.1,7.2,12.0,108.0,,57.0,20.0
,6.9,32.0,,,342.0,22.0
28.5,7.0,82.0,806.0,72.0,50.1,20.0
31.2,7.2,9.0,,,63.0,20.0
29.0,6.9,53.0,520.0,47.0,52.7,20.0
28.6,6.8,49.0,508.0,45.0,0.0,20.0
29.1,7.0,70.0,640.0,50.0,60.0,24.0
28.8,6.8,21.0,165.0,,95.9,18.0
31.3,6.8,16.0,,,62.9,12.0
29.4,6.9,12.0,122.0,10.0,55.0,16.0
29.6,6.8,35.0,,,53.0,16.0
29.3,6.6,106.0,,,54.9,26.0
28.9,6.6,16.0,,,64.5,18.0
28.3,6.9,30.0,,,59.6,16.0
30.3,6.8,55.0,,,65.7,19.2
29.3,7.2,23.0,,,,18.0
29.4,6.7,38.0,337.0,27.0,58.2,22.0
29.2,6.8,26.0,,,52.5,16.0
30.7,6.8,36.0,298.0,28.0,70.6,26.0
,6.9,41.0,,,55.9,20.0
29.8,7.0,59.0,,,64.9,25.6
,7.0,33.0,,,89.7,20.0
30.1,6.9,28.0,,,60.0,22.0
29.0,7.0,101.0,,,60.5,25.6
28.6,6.8,60.0,600.0,47.0,64.0,28.0
28.3,7.1,12.0,108.0,8.0,68.8,18.0
30.0,7.1,24.0,,,57.7,20.0
29.4,6.9,88.0,778.0,70.0,78.0,30.0
29.0,6.9,20.0,191.0,17.0,58.4,16.0
28.7,6.9,23.0,189.0,,59.2,16.0
29.3,6.9,87.0,,,51.0,22.0
28.1,6.8,39.0,222.0,29.0,53.8,16.0
29.1,6.9,63.0,610.0,52.0,53.9,20.0
29.2,7.0,12.0,,,58.2,16.0
,6.9,20.0,103.0,19.0,57.1,16.0
29.0,6.7,13.0,,,61.9,14.0
28.2,7.0,47.0,389.0,,58.2,18.0
29.9,6.7,26.0,,,65.9,20.0
30.3,6.9,27.0,270.0,24.0,64.0,20.0
30.8,6.8,40.0,,,74.4,26.0
28.3,7.0,65.0,560.0,,58.0,18.0
,7.2,13.0,,,59.0,20.0
30.1,7.0,8.0,86.0,1.0,64.2,22.0
30.8,6.9,13.0,,,86.8,20.0
28.3,6.8,23.0,227.0,21.0,76.9,22.0
28.8,6.9,52.0,367.0,48.0,54.7,18.0
29.6,7.0,16.0,,,55.3,16.0
30.0,7.1,20.0,,,58.7,18.0
29.9,6.9,14.0,122.0,13.0,63.4,18.0
28.9,6.9,23.0,,,55.6,14.0
31.3,6.9,18.0,,,66.4,19.2
30.6,6.8,30.0,246.0,16.0,80.3,22.4
30.0,7.0,16.0,,,60.2,14.0
30.0,6.8,51.0,,,77.6,28.0
29.7,6.9,45.0,439.0,40.0,71.4,22.0
29.3,7.1,12.0,151.0,14.0,59.8,20.0
29.1,6.9,19.0,169.0,14.0,64.1,16.0
31.4,6.7,26.0,,,84.0,19.2
29.0,6.9,18.0,159.0,13.0,64.7,16.0
31.2,7.1,8.0,,,61.8,18.0
29.4,6.8,17.0,156.0,10.0,56.0,12.0
,,20.0,,,343.0,18.0
28.7,6.9,102.0,1040.0,100.0,59.0,28.0
30.9,7.0,13.0,108.0,9.0,58.8,18.0
30.5,6.8,17.0,,,57.2,14.0
29.6,6.8,49.0,429.0,35.0,59.0,22.0
29.6,6.9,26.0,270.0,27.0,73.7,28.0
29.1,6.6,25.0,227.0,21.0,66.2,20.0
30.5,6.9,18.0,,,63.2,18.0
30.6,6.9,21.0,,,61.8,16.0
,7.0,14.0,,,63.5,16.0
30.8,6.7,43.0,400.0,36.0,66.0,19.2
28.9,7.0,27.0,232.0,25.0,62.9,20.0
,,23.0,,,401.0,22.0
32.3,6.7,7.0,61.0,5.0,63.9,18.0
30.4,6.6,35.0,,,81.2,19.2
28.9,6.8,48.0,437.0,33.0,58.1,22.4
31.2,6.7,22.0,,,63.0,22.0
,6.8,26.0,,,66.4,22.0
30.3,6.9,18.0,,,65.8,18.0
31.5,6.9,12.0,,,68.5,19.2
30.0,6.9,44.0,,,56.7,18.0
32.7,7.0,21.0,,,114.3,20.0
30.2,6.9,8.0,,,63.1,19.2
29.5,7.1,14.0,151.0,15.0,68.2,16.0
29.0,6.9,39.0,379.0,35.0,72.1,22.0
32.7,7.1,23.0,205.0,23.0,64.3,18.0
30.0,7.2,26.0,,,68.3,22.0
29.2,6.7,21.0,,,67.9,18.0
29.8,7.0,10.0,60.0,17.0,61.5,22.0
,7.0,22.0,,,146.0,20.0
29.0,6.9,67.0,558.0,54.0,79.0,28.0
30.5,7.0,13.0,,,60.2,14.0
28.2,7.0,10.0,102.0,10.0,66.4,16.0
,6.7,21.0,180.0,16.0,66.4,8.0
29.3,6.9,19.0,130.0,12.0,58.2,8.0
31.0,6.8,33.0,,,92.0,30.0
28.1,7.0,45.0,479.0,,53.8,20.0
29.5,7.1,13.0,,,70.2,16.0
29.4,6.7,173.0,,,50.7,26.0
29.8,6.7,60.0,,,50.0,18.0
29.0,7.0,13.0,,,65.0,14.0
32.0,6.8,10.0,,,65.3,8.0
29.5,6.9,40.0,,,60.2,20.0
29.1,6.9,27.0,,,62.0,18.0
29.2,7.2,20.0,,,73.6,18.0
30.5,6.7,37.0,339.0,29.0,58.6,18.0
28.6,6.7,122.0,,,49.3,24.0
27.6,7.0,35.0,358.0,,48.6,16.0
29.8,6.8,78.0,690.0,68.0,69.1,28.0
31.3,7.1,19.0,136.0,,57.6,16.0
28.6,6.9,14.0,,,66.0,16.0
28.9,7.0,20.0,,,74.0,16.0
29.8,7.1,34.0,279.0,,80.5,22.0
30.2,6.8,25.0,,,65.5,14.0
29.7,7.2,9.0,,,61.5,22.0
,6.9,11.0,,,58.7,14.0
30.0,7.2,15.0,,,55.6,16.0
28.3,6.8,83.0,497.0,49.0,58.5,22.0
30.7,6.7,30.0,,,53.4,16.0
30.2,6.9,24.0,,,58.6,18.0
28.9,6.7,17.0,97.0,7.0,74.2,20.0
29.3,7.0,60.0,,,68.5,22.4
32.5,7.0,11.0,,,62.8,20.0
27.5,6.8,133.0,,,67.0,26.0
31.3,6.7,18.0,,,96.1,24.0
29.2,6.9,69.0,710.0,54.0,67.3,26.0
,7.1,16.0,170.0,,196.0,22.0
30.1,6.9,63.0,,,67.2,26.0
29.8,6.9,124.0,,,54.8,26.0
29.8,7.0,30.0,,,60.2,20.0
28.8,7.0,12.0,,,55.9,16.0
29.2,6.8,26.0,223.0,22.0,60.2,14.0
29.0,7.0,80.0,714.0,59.0,59.8,38.4
29.6,6.9,21.0,,,64.5,16.0
30.3,6.8,27.0,,,75.4,22.4
30.9,6.9,13.0,,,57.5,18.0
30.4,7.0,13.0,102.0,8.0,65.6,22.0
30.1,7.2,31.0,,,64.1,22.0
31.1,7.0,10.0,,,69.0,22.0
28.2,6.9,92.0,514.0,80.0,53.6,24.0
31.0,7.0,11.0,,,62.8,16.0
28.7,6.9,65.0,,,61.0,24.0
29.2,6.7,16.0,,,63.2,14.0
29.2,6.6,55.0,,,67.8,24.0
29.0,6.9,58.0,425.0,36.0,71.3,22.4
30.3,6.8,22.0,,,61.0,12.0
28.9,6.8,16.0,,,135.0,18.0
29.7,6.7,72.0,684.0,56.0,60.4,26.0
28.8,7.2,14.0,96.0,8.0,68.2,16.0
29.8,7.0,12.0,,,58.0,16.0
28.0,6.9,44.0,450.0,,53.2,18.0
28.9,6.9,69.0,420.0,58.0,50.5,18.0
28.4,7.0,69.0,,,65.0,22.4
31.4,6.7,43.0,,,82.2,28.0
28.9,6.6,34.0,190.0,17.0,57.7,18.0
28.7,6.8,29.0,278.0,26.0,75.9,26.0
,7.0,19.0,,,64.2,18.0
28.2,6.8,185.0,,,54.7,26.0
29.0,7.0,21.0,210.0,,57.7,18.0
29.8,6.8,44.0,,,63.7,20.0
31.0,6.7,25.0,,,68.1,24.0
29.3,7.0,24.0,,,66.8,18.0
28.6,6.8,13.0,109.0,11.0,59.2,14.0
30.1,7.0,7.0,,,64.8,16.0
30.9,7.0,10.0,123.0,13.0,61.3,18.0
29.5,6.8,15.0,116.0,9.0,62.0,14.0
28.7,6.8,68.0,,,68.4,24.0
28.6,7.0,15.0,152.0,15.0,77.2,28.8
29.8,7.0,9.0,,,63.0,14.0
28.2,6.7,158.0,,,54.0,22.0
30.0,6.8,28.0,227.0,22.0,72.9,19.2
29.1,6.9,83.0,,,58.8,22.0
28.2,6.9,84.0,,,49.2,28.0
,6.8,45.0,,,54.1,20.0
28.4,6.8,14.0,151.0,13.0,60.5,16.0
28.5,6.9,57.0,594.0,,52.3,20.0
31.0,6.7,39.0,,,83.0,30.0
28.6,6.9,20.0,190.0,,59.1,20.0
30.6,6.7,14.0,128.0,12.0,77.0,20.0
28.9,7.2,14.0,130.0,,56.4,20.0
,6.8,34.0,,,56.0,14.0
30.0,6.7,28.0,,,54.5,14.0
,6.9,19.0,,,63.7,16.0
30.2,6.7,28.0,,,78.0,24.0
29.8,7.0,14.0,,,60.2,14.0
30.6,6.9,36.0,,,71.7,20.0
,6.8,48.0,,,55.5,16.0
30.0,6.9,16.0,,,63.6,16.0
30.2,6.9,48.0,,,58.8,20.0
29.1,6.9,16.0,,,55.0,12.0
31.3,6.8,21.0,,,84.2,22.4
29.0,6.7,125.0,,,55.8,26.0
30.0,6.8,56.0,,,54.5,20.0
29.5,6.7,48.0,,,67.7,30.0
28.0,7.1,14.0,,,63.5,14.0
,6.7,19.0,,,77.4,8.0
30.4,6.7,25.0,,,85.3,28.0
29.3,6.9,88.0,,,53.6,24.0
29.5,6.8,38.0,,,67.9,25.6
30.5,7.0,27.0,,,53.6,18.0
28.7,6.6,43.0,,,60.3,16.0
29.8,6.8,34.0,,,98.0,30.0
28.6,6.8,22.0,178.0,17.0,57.7,16.0
30.1,6.9,28.0,232.0,,83.0,20.0
28.8,6.9,21.0,233.0,19.0,53.1,18.0
29.3,6.8,31.0,,,53.0,16.0
31.6,6.8,44.0,391.0,36.0,96.4,32.0
29.1,7.0,43.0,367.0,28.0,64.4,22.4
30.3,6.7,28.0,,,50.8,16.0
30.0,6.8,12.0,,,62.4,16.0
30.0,7.0,18.0,,,64.8,16.0
30.0,6.8,54.0,,,82.4,30.0
28.5,6.9,16.0,81.0,15.0,55.4,14.0
29.0,6.9,19.0,165.0,,68.0,16.0
,6.9,13.0,120.0,11.0,60.1,16.0
28.8,7.2,9.0,87.0,9.0,62.1,8.0
,6.9,18.0,157.0,15.0,60.0,12.0
31.8,6.7,15.0,94.0,9.0,64.7,8.0
31.7,7.1,13.0,,,62.0,18.0
,7.2,26.0,,,79.3,22.0
30.2,7.1,12.0,84.0,9.0,59.7,16.0
,7.0,12.0,,,61.1,20.0
28.3,6.9,119.0,1326.0,,47.4,28.0
29.8,7.2,23.0,210.0,,57.4,18.0
31.0,7.0,18.0,,,57.6,16.0
29.1,7.0,16.0,135.0,17.0,55.6,14.0
,7.0,14.0,,,56.2,12.0
,6.7,52.0,,,59.8,20.0
28.3,7.0,121.0,1048.0,81.0,69.4,32.0
29.0,6.8,29.0,289.0,30.0,82.8,26.0
31.0,6.7,21.0,,,82.0,28.0
29.3,6.7,23.0,,,55.5,18.0
28.1,6.9,99.0,,,56.1,22.0
29.8,7.0,17.0,140.0,13.0,70.6,20.0
,7.0,37.0,363.0,35.0,60.5,22.0
29.7,6.9,17.0,109.0,25.0,60.5,18.0
,6.8,18.0,,,52.4,14.0
29.2,6.9,86.0,,,63.7,22.4
29.6,6.9,45.0,432.0,34.0,57.0,18.0
28.8,7.0,60.0,,,54.8,22.0
,7.1,13.0,,,65.0,22.0
29.6,6.8,39.0,,,74.5,24.0
28.9,6.7,19.0,171.0,15.0,55.0,14.0
30.5,6.8,73.0,628.0,46.0,70.2,25.6
28.5,6.9,63.0,543.0,46.0,52.2,22.0
29.0,6.9,15.0,,,59.0,16.0
30.8,6.7,12.0,118.0,19.0,90.0,24.0
31.2,6.8,24.0,,,61.5,20.0
29.1,7.0,52.0,,,63.8,22.4
31.3,6.7,25.0,,,97.6,26.0
31.5,7.0,12.0,,,60.5,20.0
,7.1,37.0,,,144.3,22.0
31.2,7.0,15.0,,,63.4,20.0
29.5,6.9,44.0,,,55.0,20.0
30.4,6.8,16.0,189.0,16.0,71.3,18.0
29.4,6.8,38.0,354.0,31.0,57.8,18.0
29.1,6.9,29.0,326.0,33.0,63.5,18.0
32.0,6.7,35.0,,,97.5,32.0
31.7,7.0,9.0,76.0,8.0,64.7,18.0
28.6,6.9,39.0,,,60.0,18.0
27.7,6.9,14.0,73.0,19.0,61.5,16.0
29.3,6.9,21.0,,,108.6,24.0
29.7,7.1,14.0,124.0,,66.0,18.0
30.9,7.0,42.0,,,60.7,16.0
30.8,6.9,12.0,,,63.1,16.0
29.3,7.0,54.0,,,52.3,22.0
30.5,6.9,17.0,,,56.6,14.0
28.5,7.0,108.0,924.0,76.0,60.2,22.4
28.6,6.9,23.0,229.0,20.0,57.3,20.0
30.1,7.0,17.0,,,58.7,20.0
31.1,6.8,20.0,,,79.6,19.2
30.2,7.0,15.0,,,62.3,20.0
30.5,7.1,12.0,86.0,4.0,65.0,18.0
30.4,6.9,43.0,435.0,,62.0,20.0
31.0,7.0,19.0,160.0,,68.3,18.0
31.2,6.8,25.0,,,77.9,19.2
28.1,6.8,51.0,,,63.6,22.0
28.4,6.9,19.0,180.0,,63.0,18.0
28.2,6.9,62.0,560.0,,58.7,24.0
29.5,6.9,9.0,81.0,8.0,65.6,16.0
,,17.0,,,67.1,20.0
30.7,6.7,35.0,,,70.3,19.2
29.2,6.9,23.0,,,50.4,14.0
30.7,7.0,21.0,217.0,16.0,70.7,24.0
29.4,6.9,28.0,,,51.4,16.0
30.4,7.1,24.0,206.0,,124.0,20.0
32.8,7.1,19.0,,,68.0,18.0
29.0,7.0,15.0,,,53.8,14.0
27.8,6.9,23.0,233.0,21.0,68.0,22.0
30.2,6.8,47.0,,,53.6,18.0
28.9,6.9,42.0,448.0,,51.6,18.0
28.7,6.9,41.0,,,64.4,20.0
29.6,6.9,13.0,127.0,14.0,67.2,22.0
30.0,7.0,26.0,243.0,24.0,64.0,24.0
,6.8,31.0,,,299.0,24.0
,6.9,25.0,209.0,18.0,64.1,14.0
29.4,7.0,9.0,103.0,9.0,59.0,6.0
29.2,6.9,24.0,248.0,26.0,316.0,26.0
29.7,7.0,27.0,267.0,23.0,66.0,22.0
28.5,6.8,14.0,128.0,12.0,65.4,8.0
30.8,6.7,24.0,,,68.0,18.0
29.6,6.9,82.0,,,54.3,24.0
28.5,6.7,16.0,159.0,15.0,91.0,19.2
28.3,6.8,23.0,117.0,23.0,66.6,14.0
,6.9,50.0,426.0,37.0,66.6,28.0
32.8,6.8,10.0,,,65.8,18.0
30.1,6.9,82.0,716.0,64.0,51.7,24.0
28.8,7.0,27.0,215.0,21.0,77.6,28.8
30.0,6.9,52.0,,,70.6,34.0
30.4,6.8,31.0,,,66.1,19.2
29.8,6.9,85.0,638.0,62.0,61.3,30.0
29.0,7.0,85.0,,,54.0,24.0
29.0,7.1,27.0,,,71.0,24.0
29.9,6.8,68.0,,,74.9,32.0
29.9,6.7,39.0,,,65.0,20.0
29.3,7.0,17.0,,,71.7,22.0
30.1,6.9,10.0,,,74.5,18.0
30.2,6.8,13.0,,,64.9,20.0
29.3,6.9,88.0,880.0,79.0,55.1,24.0
27.0,6.7,168.0,,,48.6,30.0
28.6,6.6,22.0,124.0,5.0,73.0,20.0
,7.0,62.0,,,51.9,18.0
29.1,6.8,15.0,137.0,11.0,56.1,14.0
28.2,6.5,23.0,138.0,10.0,58.8,16.0
28.0,6.8,87.0,742.0,64.0,58.0,26.0
30.0,6.7,55.0,558.0,38.0,54.1,20.0
30.3,6.9,49.0,,,61.1,18.0
,6.5,20.0,,,58.6,16.0
33.3,6.8,19.0,,,56.8,16.0
28.5,6.8,27.0,,,54.8,16.0
30.4,6.7,27.0,230.0,,75.6,24.0
29.2,7.0,9.0,77.0,10.0,62.0,20.0
27.4,6.9,20.0,,,29.4,14.0
30.6,6.7,30.0,,,70.9,22.0
31.1,6.8,23.0,,,64.9,20.0
29.1,6.9,42.0,386.0,31.0,53.7,20.0
29.4,6.9,14.0,,,63.6,14.0
28.7,6.8,144.0,1320.0,119.0,49.1,26.0
,7.2,46.0,362.0,,105.0,24.0
31.1,6.7,27.0,,,88.6,22.4
30.0,6.9,20.0,,,60.2,20.0
29.6,7.1,39.0,280.0,,87.0,22.0
29.3,6.9,17.0,140.0,,70.5,18.0
31.1,6.7,20.0,,,62.5,20.0
31.8,6.7,39.0,,,58.3,18.0
29.4,6.8,90.0,,,59.5,24.0
29.4,6.8,42.0,418.0,,60.1,18.0
,6.7,48.0,462.0,38.0,65.0,22.4
29.0,7.0,23.0,200.0,,57.6,16.0
29.7,6.9,52.0,,,78.0,28.0
,6.9,14.0,,,63.4,14.0
30.6,6.9,16.0,,,60.4,20.0
29.4,7.1,12.0,108.0,,55.4,16.0
31.3,7.2,10.0,78.0,,57.3,16.0
30.7,6.8,16.0,,,75.9,18.0
31.4,6.9,20.0,,,62.1,19.2
29.4,7.0,24.0,210.0,,62.2,20.0
29.3,6.9,24.0,230.0,21.0,53.7,18.0
,7.2,33.0,,,74.9,22.0
27.9,7.0,58.0,,,60.7,18.0
30.8,6.8,21.0,194.0,20.0,124.5,22.0
29.4,6.9,54.0,,,64.8,26.0
29.4,6.9,53.0,,,51.8,22.0
30.1,6.9,14.0,112.0,18.0,61.8,19.2
30.6,6.9,10.0,95.0,,59.1,16.0
30.0,6.7,59.0,,,60.6,22.0
30.3,6.8,39.0,,,79.0,26.0
30.1,7.0,19.0,145.0,15.0,66.6,16.0
29.6,6.9,13.0,114.0,12.0,113.2,16.0
31.4,7.0,18.0,,,66.6,20.0
29.5,6.9,26.0,273.0,26.0,67.0,24.0
30.3,6.9,11.0,151.0,17.0,72.1,18.0
29.2,6.8,23.0,,,62.1,16.0
29.5,6.9,18.0,,,59.5,16.0
28.6,6.8,27.0,229.0,24.0,96.9,19.2
30.0,6.7,19.0,91.0,4.0,63.9,18.0
30.1,6.5,11.0,,,65.0,18.0
29.6,6.9,37.0,,,60.0,18.0
29.6,7.0,11.0,85.0,8.0,64.2,16.0
29.3,6.8,17.0,,,62.2,16.0
,7.2,25.0,,,82.0,22.0
30.6,7.0,16.0,,,86.5,26.0
28.9,6.9,17.0,172.0,15.0,59.7,6.0
,6.6,22.0,127.0,10.0,70.0,22.0
,6.9,21.0,193.0,20.0,230.0,24.0
31.8,6.8,15.0,,,66.2,16.0
,7.0,10.0,,,60.7,18.0
30.3,6.9,30.0,260.0,23.0,54.0,18.0
29.7,6.8,20.0,,,78.2,19.2
28.0,7.2,28.0,,,79.4,19.2
,6.8,29.0,,,61.7,16.0
27.6,6.7,36.0,321.0,27.0,54.1,16.0
28.7,6.8,45.0,407.0,33.0,51.2,20.0
,6.9,18.0,,,68.1,19.2
29.2,6.7,53.0,,,58.0,18.0
28.9,6.9,25.0,257.0,19.0,59.3,20.0
29.0,6.8,70.0,,,58.1,22.0
29.2,6.9,18.0,,,80.0,18.0
30.3,7.0,16.0,,,82.6,19.2
29.3,6.8,44.0,384.0,29.0,52.7,20.0
32.3,6.7,24.0,,,73.3,8.0
28.5,6.9,91.0,,,63.5,30.0
28.2,6.8,21.0,125.0,18.0,50.8,16.0
29.2,6.8,43.0,,,62.6,20.0
30.2,7.0,14.0,,,59.7,8.0
29.9,7.1,22.0,210.0,24.0,57.9,8.0
28.6,7.0,12.0,,,58.5,14.0
31.6,6.9,29.0,,,94.9,26.0
29.6,6.7,42.0,,,69.0,20.0
29.3,6.9,14.0,131.0,9.0,62.6,8.0
29.0,6.7,43.0,,,60.5,22.0
,7.1,10.0,,,64.7,22.0
28.5,6.7,23.0,182.0,20.0,62.0,18.0
29.5,7.0,15.0,,,55.4,16.0
30.1,6.8,52.0,431.0,37.0,61.3,22.0
28.9,6.7,65.0,586.0,48.0,49.0,18.0
29.9,6.9,65.0,,,56.8,22.0
29.7,7.1,40.0,369.0,42.0,61.4,22.0
29.5,6.5,14.0,,,68.8,20.0
28.0,6.9,55.0,,,52.0,20.0
31.4,7.0,18.0,,,62.3,20.0
30.0,6.9,70.0,,,73.6,30.0
29.2,6.9,37.0,329.0,27.0,57.8,20.0
,6.7,15.0,,,62.0,14.0
32.5,7.0,9.0,,,62.4,16.0
30.2,7.0,15.0,118.0,10.0,62.0,16.0
27.0,6.8,47.0,490.0,47.0,63.7,2.0
31.4,6.7,16.0,154.0,16.0,84.9,18.0
30.4,7.2,10.0,,,60.7,8.0
30.2,6.8,22.0,227.0,21.0,78.2,20.0
,6.8,41.0,,,351.0,24.0
29.8,6.8,100.0,,,68.9,28.0
28.7,6.8,94.0,,,49.0,20.0
29.3,6.9,35.0,329.0,29.0,66.0,22.0
31.8,6.8,10.0,75.0,6.0,68.1,20.0
30.0,7.3,14.0,,,63.2,8.0
30.3,7.2,16.0,,,58.5,20.0
28.6,6.9,16.0,145.0,,62.0,16.0
30.3,7.1,8.0,71.0,8.0,59.6,18.0
28.4,7.0,11.0,,,69.1,18.0
29.4,7.2,14.0,,,55.4,16.0
29.3,6.8,24.0,,,56.2,14.0
28.1,7.0,53.0,440.0,,54.9,18.0
30.0,7.0,10.0,,,60.8,16.0
28.9,6.9,35.0,,,51.9,16.0
29.3,6.7,50.0,,,59.1,18.0
28.4,6.6,31.0,258.0,25.0,60.7,16.0
30.6,7.1,14.0,,,58.6,20.0
29.3,6.8,71.0,414.0,38.0,56.6,22.0
32.1,7.1,27.0,300.0,25.0,73.0,20.0
29.3,6.7,43.0,,,64.8,18.0
30.9,6.8,60.0,,,74.6,32.0
29.8,6.6,58.0,,,60.6,24.0
31.5,6.9,12.0,,,64.4,20.0
30.8,6.9,9.0,102.0,9.0,62.6,19.2
30.2,7.1,10.0,84.0,7.0,60.5,16.0
28.5,6.8,54.0,481.0,39.0,77.2,28.0
29.3,6.9,20.0,,,69.5,14.0
29.4,6.7,27.0,,,63.0,16.0
39.6,6.7,29.0,338.0,20.0,56.9,20.0
28.8,7.0,92.0,860.0,76.0,60.0,30.0
29.9,6.9,28.0,290.0,26.0,52.4,16.0
28.9,6.8,65.0,,,55.7,22.0
29.0,7.0,31.0,253.0,22.0,59.0,22.0
,6.9,50.0,,,51.9,20.0
29.1,6.8,56.0,548.0,48.0,55.6,18.0
28.1,7.0,74.0,774.0,,48.0,20.0
29.1,6.8,10.0,,,62.9,14.0
29.1,6.9,30.0,186.0,11.0,62.4,20.0
29.0,7.0,58.0,,,53.7,20.0
28.0,6.8,92.0,,,57.0,22.0
29.2,7.0,50.0,463.0,37.0,69.2,24.0
28.7,6.9,25.0,,,49.0,16.0
29.4,7.0,13.0,,,61.0,14.0
,6.8,56.0,,,66.8,22.4
30.1,6.8,13.0,,,69.7,16.0
31.0,6.8,29.0,,,63.8,14.0
29.5,6.8,63.0,380.0,52.0,57.6,22.0
29.0,7.0,12.0,100.0,11.0,73.2,18.0
,7.0,54.0,,,52.7,24.0
29.7,6.7,66.0,,,69.9,28.0
32.2,7.2,8.0,,,55.9,16.0
29.5,6.8,150.0,1311.0,109.0,65.4,30.0
32.3,7.1,8.0,75.0,,56.7,20.0
30.4,6.9,12.0,,,85.5,20.0
28.8,7.2,13.0,146.0,13.0,68.0,22.0
29.4,6.9,53.0,466.0,42.0,73.1,28.0
30.0,7.0,11.0,98.0,10.0,58.4,16.0
30.0,6.7,29.0,,,77.8,22.0
28.4,6.7,172.0,,,68.0,38.0
29.2,6.8,55.0,478.0,42.0,49.1,18.0
,6.8,20.0,,,60.5,12.0
30.2,7.0,23.0,201.0,,152.4,18.0
28.7,6.7,150.0,1359.0,114.0,49.5,26.0
31.8,6.7,32.0,,,88.3,22.0
29.6,7.1,28.0,211.0,,59.6,18.0
29.2,7.0,18.0,177.0,20.0,95.0,22.0
28.5,6.6,22.0,125.0,8.0,61.0,18.0
28.4,6.8,73.0,660.0,56.0,0.0,18.0
28.9,6.9,23.0,,,64.3,16.0
29.5,6.9,16.0,,,55.3,16.0
27.7,6.8,11.0,86.0,7.0,55.2,14.0
29.1,6.8,104.0,1014.0,92.0,53.0,22.0
28.8,6.9,13.0,101.0,11.0,60.2,6.0
29.4,7.1,10.0,105.0,10.0,61.1,10.0
29.6,6.7,66.0,556.0,47.0,56.5,20.0
27.6,6.9,28.0,230.0,24.0,88.5,22.0
30.5,7.0,13.0,108.0,13.0,75.4,22.0
29.8,7.0,11.0,,,63.5,20.0
30.2,6.9,22.0,,,53.7,14.0
28.3,6.8,76.0,680.0,64.0,47.8,24.0
31.8,7.0,12.0,,,59.4,18.0
29.6,6.8,65.0,,,60.5,18.0
30.2,6.8,15.0,,,58.6,20.0
29.3,6.8,38.0,366.0,29.0,59.0,22.0
30.5,7.0,27.0,,,100.3,26.0
29.4,7.0,10.0,66.0,18.0,60.9,20.0
29.0,6.7,75.0,,,65.4,22.4
29.2,6.8,74.0,,,55.4,22.0
28.7,6.9,82.0,,,62.5,25.6
28.8,6.9,32.0,282.0,26.0,59.0,16.0
28.7,6.8,109.0,1080.0,90.0,57.5,28.0
30.1,7.0,16.0,,,56.4,14.0
30.0,7.0,19.0,156.0,16.0,62.4,16.0
31.1,6.9,39.0,361.0,31.0,74.9,24.0
29.3,6.7,56.0,,,55.5,20.0
29.6,6.9,14.0,,,60.3,16.0
29.4,6.8,23.0,,,62.2,14.0
28.5,6.9,17.0,143.0,,107.3,18.0
28.3,6.8,65.0,,,67.0,28.0
30.4,7.0,15.0,109.0,11.0,62.8,16.0
31.8,6.8,10.0,94.0,9.0,64.0,8.0
